SK_PLAYER,SK_PLAYER_OPPONENT,TOTAL_MATCHES,TOTAL_WINS,TOTAL_LOSSES,DATE_INGESTION
1955,2468,1,0,1,2026-08-22
1955,3293,1,0,1,2026-08-22
1955,3496,1,1,0,2026-08-22
1955,354,1,0,1,2026-08-22
1955,411,1,1,0,2026-08-22
1955,425,1,1,0,2026-08-22
1955,4461,2,1,1,2026-08-22
1955,451,1,0,1,2026-08-22
1955,54,1,1,0,2026-08-22
1955,5652,1,1,0,2026-08-22
1955,597,1,0,1,2026-08-22
1955,780,1,0,1,2026-08-22
1956,1117,1,1,0,2026-08-22
1956,1261,1,0,1,2026-08-22
1956,1862,1,1,0,2026-08-22
1956,1881,2,0,2,2026-08-22
1956,2123,1,0,1,2026-08-22
1956,2301,1,1,0,2026-08-22
1956,261,1,1,0,2026-08-22
1956,305,1,1,0,2026-08-22
1956,3293,1,1,0,2026-08-22
1956,3426,1,1,0,2026-08-22
1956,4046,1,0,1,2026-08-22
1956,4264,1,1,0,2026-08-22
1956,4415,1,1,0,2026-08-22
1956,462,2,0,2,2026-08-22
1956,4886,1,1,0,2026-08-22
1956,5000,2,1,1,2026-08-22
1956,538,1,0,1,2026-08-22
1956,5505,1,1,0,2026-08-22
1956,563,1,0,1,2026-08-22
1956,594,1,1,0,2026-08-22
1956,628,1,1,0,2026-08-22
1956,676,1,0,1,2026-08-22
1956,780,1,0,1,2026-08-22
1956,833,1,1,0,2026-08-22
1956,957,1,0,1,2026-08-22
1956,988,1,1,0,2026-08-22
1957,3848,1,0,1,2026-08-22
1957,3933,1,0,1,2026-08-22
1957,59,1,0,1,2026-08-22
1958,1036,1,1,0,2026-08-22
1958,1071,3,1,2,2026-08-22
1958,1073,1,0,1,2026-08-22
1958,1245,2,1,1,2026-08-22
1958,1261,1,0,1,2026-08-22
1958,1621,2,0,2,2026-08-22
1958,166,2,1,1,2026-08-22
1958,1774,2,1,1,2026-08-22
1958,1788,3,1,2,2026-08-22
1958,179,4,2,2,2026-08-22
1958,1862,2,1,1,2026-08-22
1958,1877,1,1,0,2026-08-22
1958,1902,1,0,1,2026-08-22
1958,2033,7,4,3,2026-08-22
1958,2069,1,1,0,2026-08-22
1958,2132,1,0,1,2026-08-22
1958,22,2,2,0,2026-08-22
1958,2225,3,1,2,2026-08-22
1958,2289,2,1,1,2026-08-22
1958,2301,1,1,0,2026-08-22
1958,2345,1,1,0,2026-08-22
1958,2360,4,0,4,2026-08-22
1958,2397,1,1,0,2026-08-22
1958,2470,4,0,4,2026-08-22
1958,286,1,0,1,2026-08-22
1958,3822,1,1,0,2026-08-22
1958,4253,1,1,0,2026-08-22
1958,4264,2,1,1,2026-08-22
1958,5364,1,1,0,2026-08-22
1958,5768,1,1,0,2026-08-22
1958,5867,1,1,0,2026-08-22
1958,653,2,0,2,2026-08-22
1958,825,2,0,2,2026-08-22
1959,110,3,1,2,2026-08-22
1959,1189,1,1,0,2026-08-22
1959,1428,2,1,1,2026-08-22
1959,1659,1,0,1,2026-08-22
1959,1761,1,1,0,2026-08-22
1959,1833,1,1,0,2026-08-22
1959,2014,2,0,2,2026-08-22
1959,2166,2,2,0,2026-08-22
1959,2218,1,0,1,2026-08-22
1959,2445,2,2,0,2026-08-22
1959,525,1,0,1,2026-08-22
1959,632,1,0,1,2026-08-22
1959,642,1,0,1,2026-08-22
1959,645,1,1,0,2026-08-22
1959,714,1,0,1,2026-08-22
1959,721,3,1,2,2026-08-22
1959,781,1,0,1,2026-08-22
1959,79,1,1,0,2026-08-22
1959,874,1,0,1,2026-08-22
1959,935,1,0,1,2026-08-22
196,382,1,0,1,2026-08-22
1961,1372,1,0,1,2026-08-22
1961,2368,1,1,0,2026-08-22
1961,5383,1,0,1,2026-08-22
1962,1284,1,0,1,2026-08-22
1962,152,1,0,1,2026-08-22
1962,2447,1,1,0,2026-08-22
1962,588,1,1,0,2026-08-22
1963,100,1,1,0,2026-08-22
1963,1249,1,1,0,2026-08-22
1963,1371,1,0,1,2026-08-22
1963,1537,1,1,0,2026-08-22
1963,1538,1,1,0,2026-08-22
1963,1545,1,0,1,2026-08-22
1963,1797,1,0,1,2026-08-22
1963,191,1,0,1,2026-08-22
1963,1947,1,0,1,2026-08-22
1963,2111,2,0,2,2026-08-22
1963,2112,1,0,1,2026-08-22
1963,2346,1,0,1,2026-08-22
1963,2411,2,0,2,2026-08-22
1963,2414,3,1,2,2026-08-22
1963,2487,1,1,0,2026-08-22
1963,2491,1,0,1,2026-08-22
1963,250,1,1,0,2026-08-22
1963,666,1,0,1,2026-08-22
1963,818,1,0,1,2026-08-22
1964,1092,1,1,0,2026-08-22
1964,1153,2,1,1,2026-08-22
1964,1183,1,1,0,2026-08-22
1964,1184,2,0,2,2026-08-22
1964,1370,1,1,0,2026-08-22
1964,1427,1,1,0,2026-08-22
1964,1498,1,0,1,2026-08-22
1964,1977,1,0,1,2026-08-22
1964,2083,1,0,1,2026-08-22
1964,2170,1,1,0,2026-08-22
1964,2337,2,0,2,2026-08-22
1964,348,1,0,1,2026-08-22
1964,412,1,1,0,2026-08-22
1964,654,2,2,0,2026-08-22
1964,686,1,0,1,2026-08-22
1964,876,2,1,1,2026-08-22
1964,896,3,1,2,2026-08-22
1964,897,1,1,0,2026-08-22
1964,910,1,1,0,2026-08-22
1965,1184,4,1,3,2026-08-22
1965,1214,1,0,1,2026-08-22
1965,1241,1,0,1,2026-08-22
1965,1930,2,0,2,2026-08-22
1965,2113,1,1,0,2026-08-22
1965,22,1,0,1,2026-08-22
1965,2225,2,1,1,2026-08-22
1965,234,4,2,2,2026-08-22
1965,2432,1,0,1,2026-08-22
1965,2449,2,0,2,2026-08-22
1965,2468,4,3,1,2026-08-22
1965,2494,1,1,0,2026-08-22
1965,2687,2,2,0,2026-08-22
1965,3104,1,1,0,2026-08-22
1965,320,1,1,0,2026-08-22
1965,4069,1,1,0,2026-08-22
1965,437,4,4,0,2026-08-22
1965,4563,3,2,1,2026-08-22
1965,5334,1,1,0,2026-08-22
1965,5771,1,0,1,2026-08-22
1965,5852,1,0,1,2026-08-22
1965,653,3,1,2,2026-08-22
1965,659,1,1,0,2026-08-22
1965,702,3,2,1,2026-08-22
1965,852,1,1,0,2026-08-22
1965,920,1,1,0,2026-08-22
1965,970,1,1,0,2026-08-22
1965,979,2,1,1,2026-08-22
1966,1055,1,0,1,2026-08-22
1966,1361,1,0,1,2026-08-22
1966,159,2,0,2,2026-08-22
1966,425,1,0,1,2026-08-22
1967,1093,1,1,0,2026-08-22
1967,2490,1,0,1,2026-08-22
1968,1721,1,0,1,2026-08-22
1969,1003,1,0,1,2026-08-22
1969,1022,1,0,1,2026-08-22
1969,1166,1,1,0,2026-08-22
1969,1344,1,0,1,2026-08-22
1969,1658,3,1,2,2026-08-22
1969,1700,1,0,1,2026-08-22
1969,1883,1,0,1,2026-08-22
1969,1997,1,0,1,2026-08-22
1969,2155,1,0,1,2026-08-22
1969,757,1,0,1,2026-08-22
1969,803,1,0,1,2026-08-22
1969,934,1,0,1,2026-08-22
197,578,1,0,1,2026-08-22
1970,1214,3,1,2,2026-08-22
1970,1233,1,0,1,2026-08-22
1970,1261,1,1,0,2026-08-22
1970,2223,2,1,1,2026-08-22
1970,2301,1,1,0,2026-08-22
1970,2463,2,0,2,2026-08-22
1970,261,1,0,1,2026-08-22
1970,5000,1,0,1,2026-08-22
1974,904,1,0,1,2026-08-22
1974,913,1,1,0,2026-08-22
1975,175,1,0,1,2026-08-22
1975,1781,1,0,1,2026-08-22
1975,1809,1,0,1,2026-08-22
1975,1911,2,1,1,2026-08-22
1975,2014,1,0,1,2026-08-22
1975,2053,1,1,0,2026-08-22
1975,2182,1,1,0,2026-08-22
1975,2493,1,0,1,2026-08-22
1975,560,1,1,0,2026-08-22
1975,718,1,1,0,2026-08-22
1977,1005,3,2,1,2026-08-22
1977,1044,5,4,1,2026-08-22
1977,1076,6,4,2,2026-08-22
1977,1156,1,1,0,2026-08-22
1977,1219,2,2,0,2026-08-22
1977,1265,4,3,1,2026-08-22
1977,1278,1,0,1,2026-08-22
1977,156,3,2,1,2026-08-22
1977,1624,1,1,0,2026-08-22
1977,1707,9,5,4,2026-08-22
1977,1750,2,2,0,2026-08-22
1977,1790,1,1,0,2026-08-22
1977,1804,2,2,0,2026-08-22
1977,1837,2,1,1,2026-08-22
1977,1894,1,1,0,2026-08-22
1977,1917,1,0,1,2026-08-22
1977,2116,1,0,1,2026-08-22
1977,2129,1,1,0,2026-08-22
1977,2140,2,1,1,2026-08-22
1977,2243,1,1,0,2026-08-22
1977,2345,2,2,0,2026-08-22
1977,2362,1,0,1,2026-08-22
1977,2386,1,1,0,2026-08-22
1977,2403,4,4,0,2026-08-22
1977,2421,1,0,1,2026-08-22
1977,2460,1,1,0,2026-08-22
1977,2490,6,3,3,2026-08-22
1977,2492,1,1,0,2026-08-22
1977,294,3,2,1,2026-08-22
1977,370,6,3,3,2026-08-22
1977,377,2,1,1,2026-08-22
1977,522,2,2,0,2026-08-22
1977,5309,1,1,0,2026-08-22
1977,78,1,0,1,2026-08-22
1977,981,1,1,0,2026-08-22
1977,987,2,2,0,2026-08-22
1977,998,2,1,1,2026-08-22
1978,1345,1,0,1,2026-08-22
1978,1977,1,0,1,2026-08-22
1978,42,1,0,1,2026-08-22
1978,562,1,1,0,2026-08-22
1979,1804,1,0,1,2026-08-22
1979,2346,2,0,2,2026-08-22
1979,294,1,0,1,2026-08-22
1979,844,1,0,1,2026-08-22
1980,1551,1,0,1,2026-08-22
1981,645,1,0,1,2026-08-22
1983,1159,1,0,1,2026-08-22
1984,1148,2,2,0,2026-08-22
1984,1223,10,3,7,2026-08-22
1984,1233,5,5,0,2026-08-22
1984,1241,10,2,8,2026-08-22
1984,138,2,1,1,2026-08-22
1984,1622,9,1,8,2026-08-22
1984,1740,1,0,1,2026-08-22
1984,1965,2,1,1,2026-08-22
1984,2096,1,1,0,2026-08-22
1984,216,4,0,4,2026-08-22
1984,2189,2,0,2,2026-08-22
1984,22,1,1,0,2026-08-22
1984,2223,7,4,3,2026-08-22
1984,238,2,1,1,2026-08-22
1984,2692,1,1,0,2026-08-22
1984,2717,6,3,3,2026-08-22
1984,2962,1,1,0,2026-08-22
1984,3037,1,1,0,2026-08-22
1984,3655,2,2,0,2026-08-22
1984,376,1,0,1,2026-08-22
1984,4185,1,0,1,2026-08-22
1984,4194,1,1,0,2026-08-22
1984,4237,1,1,0,2026-08-22
1984,4358,2,2,0,2026-08-22
1984,4422,1,1,0,2026-08-22
1984,462,2,1,1,2026-08-22
1984,4647,1,1,0,2026-08-22
1984,4969,1,1,0,2026-08-22
1984,5138,1,1,0,2026-08-22
1984,5218,1,1,0,2026-08-22
1984,5222,2,2,0,2026-08-22
1984,5269,1,1,0,2026-08-22
1984,5443,2,2,0,2026-08-22
1984,5515,1,1,0,2026-08-22
1984,5528,1,1,0,2026-08-22
1984,5652,1,1,0,2026-08-22
1984,5727,1,1,0,2026-08-22
1984,5843,1,1,0,2026-08-22
1984,5867,1,1,0,2026-08-22
1984,594,6,4,2,2026-08-22
1984,629,1,1,0,2026-08-22
1984,802,3,1,2,2026-08-22
1984,879,1,0,1,2026-08-22
1984,915,1,1,0,2026-08-22
1984,951,2,1,1,2026-08-22
1984,961,1,1,0,2026-08-22
1988,1180,1,0,1,2026-08-22
1988,140,2,0,2,2026-08-22
1988,1474,1,0,1,2026-08-22
1988,307,1,0,1,2026-08-22
1988,659,1,0,1,2026-08-22
1989,1450,1,0,1,2026-08-22
1990,1022,5,0,5,2026-08-22
1990,1034,2,2,0,2026-08-22
1990,1113,2,0,2,2026-08-22
1990,1159,3,2,1,2026-08-22
1990,1166,4,3,1,2026-08-22
1990,1202,5,2,3,2026-08-22
1990,1257,1,1,0,2026-08-22
1990,1264,1,1,0,2026-08-22
1990,1272,2,1,1,2026-08-22
1990,1325,6,6,0,2026-08-22
1990,1356,3,0,3,2026-08-22
1990,1477,2,2,0,2026-08-22
1990,1545,2,2,0,2026-08-22
1990,1617,1,0,1,2026-08-22
1990,1659,1,1,0,2026-08-22
1990,1684,2,1,1,2026-08-22
1990,1713,1,1,0,2026-08-22
1990,1764,1,1,0,2026-08-22
1990,1835,14,2,12,2026-08-22
1990,1856,4,2,2,2026-08-22
1990,1947,2,2,0,2026-08-22
1990,2060,5,3,2,2026-08-22
1990,2087,1,1,0,2026-08-22
1990,209,2,1,1,2026-08-22
1990,2148,2,1,1,2026-08-22
1990,2181,1,1,0,2026-08-22
1990,2206,1,1,0,2026-08-22
1990,2218,3,2,1,2026-08-22
1990,2245,6,1,5,2026-08-22
1990,225,2,2,0,2026-08-22
1990,2314,1,1,0,2026-08-22
1990,2411,7,4,3,2026-08-22
1990,2445,1,1,0,2026-08-22
1990,2464,2,1,1,2026-08-22
1990,2474,6,3,3,2026-08-22
1990,2522,1,1,0,2026-08-22
1990,2556,1,1,0,2026-08-22
1990,464,1,1,0,2026-08-22
1990,479,1,0,1,2026-08-22
1990,499,1,0,1,2026-08-22
1990,51,1,1,0,2026-08-22
1990,544,12,2,10,2026-08-22
1990,570,1,0,1,2026-08-22
1990,603,1,1,0,2026-08-22
1990,619,1,1,0,2026-08-22
1990,632,2,2,0,2026-08-22
1990,70,1,1,0,2026-08-22
1990,716,6,5,1,2026-08-22
1990,931,1,1,0,2026-08-22
1991,2109,1,0,1,2026-08-22
1991,510,1,0,1,2026-08-22
1992,1098,1,1,0,2026-08-22
1992,1232,1,0,1,2026-08-22
1992,1313,1,0,1,2026-08-22
1992,1333,4,3,1,2026-08-22
1992,1350,1,0,1,2026-08-22
1992,1479,3,3,0,2026-08-22
1992,1748,4,1,3,2026-08-22
1992,1825,1,0,1,2026-08-22
1992,1880,1,1,0,2026-08-22
1992,1990,4,1,3,2026-08-22
1992,2014,3,0,3,2026-08-22
1992,2230,1,0,1,2026-08-22
1992,2283,1,0,1,2026-08-22
1992,2401,5,2,3,2026-08-22
1992,377,1,1,0,2026-08-22
1992,41,1,0,1,2026-08-22
1992,613,1,1,0,2026-08-22
1992,627,1,1,0,2026-08-22
1992,646,1,1,0,2026-08-22
1992,707,2,1,1,2026-08-22
1992,74,1,0,1,2026-08-22
1992,778,4,0,4,2026-08-22
1992,887,1,0,1,2026-08-22
1993,1774,1,0,1,2026-08-22
1993,876,1,1,0,2026-08-22
1995,930,1,0,1,2026-08-22
1996,377,1,1,0,2026-08-22
1996,904,1,0,1,2026-08-22
1997,1016,2,2,0,2026-08-22
1997,1032,1,1,0,2026-08-22
1997,1103,2,1,1,2026-08-22
1997,1114,1,1,0,2026-08-22
1997,1202,1,1,0,2026-08-22
1997,1356,4,2,2,2026-08-22
1997,1537,1,1,0,2026-08-22
1997,17,2,0,2,2026-08-22
1997,1786,2,1,1,2026-08-22
1997,1810,1,0,1,2026-08-22
1997,1883,2,2,0,2026-08-22
1997,19,1,1,0,2026-08-22
1997,1990,7,1,6,2026-08-22
1997,2266,2,2,0,2026-08-22
1997,2287,2,1,1,2026-08-22
1997,2298,1,1,0,2026-08-22
1997,2353,1,1,0,2026-08-22
1997,250,1,0,1,2026-08-22
1997,2535,2,1,1,2026-08-22
1997,262,3,2,1,2026-08-22
1997,43,3,2,1,2026-08-22
1997,578,2,1,1,2026-08-22
1997,623,2,2,0,2026-08-22
1997,645,1,1,0,2026-08-22
1997,735,1,1,0,2026-08-22
1997,778,1,0,1,2026-08-22
1997,880,1,1,0,2026-08-22
1997,888,3,2,1,2026-08-22
1997,91,2,0,2,2026-08-22
1998,2109,1,0,1,2026-08-22
1998,544,1,0,1,2026-08-22
1999,1609,1,0,1,2026-08-22
1999,2405,1,0,1,2026-08-22
2,925,1,0,1,2026-08-22
20,1003,2,0,2,2026-08-22
20,1027,1,0,1,2026-08-22
20,2414,1,0,1,2026-08-22
20,41,1,0,1,2026-08-22
20,544,1,0,1,2026-08-22
200,1008,1,0,1,2026-08-22
200,1822,1,0,1,2026-08-22
200,2202,1,0,1,2026-08-22
200,922,1,0,1,2026-08-22
2000,1687,1,1,0,2026-08-22
2000,306,1,0,1,2026-08-22
2000,522,1,0,1,2026-08-22
2000,881,1,0,1,2026-08-22
2001,1184,3,0,3,2026-08-22
2001,1522,1,1,0,2026-08-22
2001,1585,1,1,0,2026-08-22
2001,159,1,0,1,2026-08-22
2001,1917,2,2,0,2026-08-22
2001,2083,2,2,0,2026-08-22
2001,2219,1,0,1,2026-08-22
2001,2460,1,0,1,2026-08-22
2001,559,1,1,0,2026-08-22
2001,605,1,0,1,2026-08-22
2002,1869,1,1,0,2026-08-22
2002,2237,1,0,1,2026-08-22
2002,795,1,0,1,2026-08-22
2003,101,1,1,0,2026-08-22
2003,1098,4,3,1,2026-08-22
2003,131,2,0,2,2026-08-22
2003,1428,1,1,0,2026-08-22
2003,1482,4,3,1,2026-08-22
2003,153,3,1,2,2026-08-22
2003,160,1,1,0,2026-08-22
2003,1832,1,0,1,2026-08-22
2003,1891,1,0,1,2026-08-22
2003,1990,3,1,2,2026-08-22
2003,2035,2,0,2,2026-08-22
2003,2119,6,0,6,2026-08-22
2003,2168,1,0,1,2026-08-22
2003,2178,2,1,1,2026-08-22
2003,2206,2,1,1,2026-08-22
2003,2218,2,2,0,2026-08-22
2003,2245,2,0,2,2026-08-22
2003,2331,1,1,0,2026-08-22
2003,2414,6,1,5,2026-08-22
2003,2474,1,1,0,2026-08-22
2003,262,2,0,2,2026-08-22
2003,368,5,3,2,2026-08-22
2003,52,2,0,2,2026-08-22
2003,757,3,1,2,2026-08-22
2003,773,1,0,1,2026-08-22
2003,776,3,1,2,2026-08-22
2003,818,2,2,0,2026-08-22
2004,1128,1,0,1,2026-08-22
2004,682,1,0,1,2026-08-22
2005,1052,1,0,1,2026-08-22
2005,1191,2,0,2,2026-08-22
2005,1704,1,0,1,2026-08-22
2007,1041,1,1,0,2026-08-22
2007,1079,2,0,2,2026-08-22
2007,11,2,1,1,2026-08-22
2007,1103,2,1,1,2026-08-22
2007,1128,1,1,0,2026-08-22
2007,1157,1,0,1,2026-08-22
2007,1264,1,1,0,2026-08-22
2007,1356,1,0,1,2026-08-22
2007,1489,1,1,0,2026-08-22
2007,1678,1,1,0,2026-08-22
2007,1732,1,0,1,2026-08-22
2007,1880,1,0,1,2026-08-22
2007,1883,2,2,0,2026-08-22
2007,251,3,1,2,2026-08-22
2007,2522,1,1,0,2026-08-22
2007,256,2,1,1,2026-08-22
2007,4388,1,0,1,2026-08-22
2007,488,1,0,1,2026-08-22
2007,623,1,1,0,2026-08-22
2007,63,1,0,1,2026-08-22
2007,721,1,0,1,2026-08-22
2007,745,1,0,1,2026-08-22
2007,79,1,1,0,2026-08-22
2007,91,1,0,1,2026-08-22
2007,928,1,0,1,2026-08-22
2009,1024,1,1,0,2026-08-22
2009,1045,3,2,1,2026-08-22
2009,1047,1,1,0,2026-08-22
2009,1054,1,0,1,2026-08-22
2009,1112,2,1,1,2026-08-22
2009,1151,1,1,0,2026-08-22
2009,123,1,0,1,2026-08-22
2009,1249,1,1,0,2026-08-22
2009,1299,1,1,0,2026-08-22
2009,1482,1,1,0,2026-08-22
2009,1553,1,1,0,2026-08-22
2009,1659,1,0,1,2026-08-22
2009,1719,2,1,1,2026-08-22
2009,1835,13,1,12,2026-08-22
2009,1969,1,1,0,2026-08-22
2009,1992,1,1,0,2026-08-22
2009,2003,3,2,1,2026-08-22
2009,2012,2,2,0,2026-08-22
2009,2014,6,0,6,2026-08-22
2009,2166,3,1,2,2026-08-22
2009,2312,1,1,0,2026-08-22
2009,2361,7,2,5,2026-08-22
2009,2375,1,1,0,2026-08-22
2009,2401,4,1,3,2026-08-22
2009,2411,7,3,4,2026-08-22
2009,2496,2,2,0,2026-08-22
2009,275,1,1,0,2026-08-22
2009,409,4,3,1,2026-08-22
2009,436,3,2,1,2026-08-22
2009,482,2,2,0,2026-08-22
2009,501,2,1,1,2026-08-22
2009,73,1,1,0,2026-08-22
2009,731,1,1,0,2026-08-22
2009,751,4,4,0,2026-08-22
2009,776,4,4,0,2026-08-22
2009,778,4,1,3,2026-08-22
2009,888,3,1,2,2026-08-22
2009,918,2,1,1,2026-08-22
2009,924,2,1,1,2026-08-22
2009,925,1,0,1,2026-08-22
2009,933,3,1,2,2026-08-22
2009,946,2,2,0,2026-08-22
2009,998,1,0,1,2026-08-22
2010,1092,1,0,1,2026-08-22
2010,1176,1,1,0,2026-08-22
2010,1262,1,0,1,2026-08-22
2010,2117,1,0,1,2026-08-22
2010,612,1,1,0,2026-08-22
2010,918,1,0,1,2026-08-22
2011,1061,1,0,1,2026-08-22
2011,1063,3,0,3,2026-08-22
2011,1193,1,0,1,2026-08-22
2011,1232,4,1,3,2026-08-22
2011,1332,1,1,0,2026-08-22
2011,1620,2,1,1,2026-08-22
2011,1797,2,1,1,2026-08-22
2011,1883,2,1,1,2026-08-22
2011,2200,1,0,1,2026-08-22
2011,2218,1,1,0,2026-08-22
2011,2314,2,0,2,2026-08-22
2011,2325,1,1,0,2026-08-22
2011,2435,1,0,1,2026-08-22
2011,2522,1,1,0,2026-08-22
2011,2528,1,0,1,2026-08-22
2011,256,3,1,2,2026-08-22
2011,274,1,1,0,2026-08-22
2011,745,1,0,1,2026-08-22
2011,781,1,0,1,2026-08-22
2012,1045,2,0,2,2026-08-22
2012,109,2,1,1,2026-08-22
2012,1155,1,1,0,2026-08-22
2012,1249,2,1,1,2026-08-22
2012,1443,2,1,1,2026-08-22
2012,1471,2,2,0,2026-08-22
2012,160,2,0,2,2026-08-22
2012,162,1,1,0,2026-08-22
2012,1704,1,0,1,2026-08-22
2012,1811,7,1,6,2026-08-22
2012,1936,1,1,0,2026-08-22
2012,2016,1,1,0,2026-08-22
2012,203,1,0,1,2026-08-22
2012,2062,1,0,1,2026-08-22
2012,2206,3,1,2,2026-08-22
2012,2479,2,1,1,2026-08-22
2012,377,1,0,1,2026-08-22
2012,41,1,1,0,2026-08-22
2012,570,1,1,0,2026-08-22
2012,671,1,0,1,2026-08-22
2012,76,1,1,0,2026-08-22
2012,946,1,1,0,2026-08-22
2012,998,1,0,1,2026-08-22
2013,2040,1,1,0,2026-08-22
2013,63,1,1,0,2026-08-22
2014,1008,1,0,1,2026-08-22
2014,1027,1,1,0,2026-08-22
2014,1041,4,3,1,2026-08-22
2014,1045,9,7,2,2026-08-22
2014,109,2,1,1,2026-08-22
2014,1116,8,8,0,2026-08-22
2014,112,10,8,2,2026-08-22
2014,1146,1,1,0,2026-08-22
2014,1190,2,2,0,2026-08-22
2014,1232,8,8,0,2026-08-22
2014,126,1,1,0,2026-08-22
2014,1299,1,1,0,2026-08-22
2014,1313,16,11,5,2026-08-22
2014,1314,7,6,1,2026-08-22
2014,1394,3,3,0,2026-08-22
2014,1445,1,0,1,2026-08-22
2014,1489,2,1,1,2026-08-22
2014,1537,10,9,1,2026-08-22
2014,1554,5,4,1,2026-08-22
2014,1607,4,3,1,2026-08-22
2014,1640,1,1,0,2026-08-22
2014,1684,3,2,1,2026-08-22
2014,1704,1,1,0,2026-08-22
2014,1718,1,1,0,2026-08-22
2014,1809,3,2,1,2026-08-22
2014,1811,2,2,0,2026-08-22
2014,1883,8,8,0,2026-08-22
2014,1889,4,4,0,2026-08-22
2014,2053,3,3,0,2026-08-22
2014,2060,17,17,0,2026-08-22
2014,2079,1,1,0,2026-08-22
2014,2087,1,1,0,2026-08-22
2014,210,1,1,0,2026-08-22
2014,2155,2,2,0,2026-08-22
2014,2239,1,1,0,2026-08-22
2014,2241,1,1,0,2026-08-22
2014,2245,22,19,3,2026-08-22
2014,2409,1,1,0,2026-08-22
2014,2411,5,5,0,2026-08-22
2014,2458,2,2,0,2026-08-22
2014,2474,6,5,1,2026-08-22
2014,2498,1,1,0,2026-08-22
2014,2523,1,1,0,2026-08-22
2014,2535,1,1,0,2026-08-22
2014,2537,3,2,1,2026-08-22
2014,262,3,3,0,2026-08-22
2014,368,4,4,0,2026-08-22
2014,409,1,0,1,2026-08-22
2014,436,2,2,0,2026-08-22
2014,47,2,2,0,2026-08-22
2014,558,8,6,2,2026-08-22
2014,607,11,10,1,2026-08-22
2014,623,16,10,6,2026-08-22
2014,632,3,3,0,2026-08-22
2014,648,2,0,2,2026-08-22
2014,727,1,1,0,2026-08-22
2014,749,1,1,0,2026-08-22
2014,776,3,3,0,2026-08-22
2014,834,17,15,2,2026-08-22
2014,91,1,0,1,2026-08-22
2014,925,15,14,1,2026-08-22
2015,1850,2,1,1,2026-08-22
2015,23,2,0,2,2026-08-22
2016,1078,4,3,1,2026-08-22
2016,1116,9,4,5,2026-08-22
2016,1132,1,1,0,2026-08-22
2016,1194,2,1,1,2026-08-22
2016,1299,2,1,1,2026-08-22
2016,1366,3,1,2,2026-08-22
2016,140,5,1,4,2026-08-22
2016,1411,2,1,1,2026-08-22
2016,1428,1,1,0,2026-08-22
2016,1443,4,2,2,2026-08-22
2016,1491,3,2,1,2026-08-22
2016,1552,1,0,1,2026-08-22
2016,1684,3,2,1,2026-08-22
2016,1704,3,2,1,2026-08-22
2016,1790,1,1,0,2026-08-22
2016,1811,3,1,2,2026-08-22
2016,1856,2,0,2,2026-08-22
2016,1918,1,1,0,2026-08-22
2016,1948,2,0,2,2026-08-22
2016,1975,1,1,0,2026-08-22
2016,203,1,0,1,2026-08-22
2016,2062,1,1,0,2026-08-22
2016,2084,3,2,1,2026-08-22
2016,2182,5,3,2,2026-08-22
2016,2206,3,1,2,2026-08-22
2016,2228,3,2,1,2026-08-22
2016,2235,5,2,3,2026-08-22
2016,2237,2,2,0,2026-08-22
2016,2239,2,0,2,2026-08-22
2016,2331,2,1,1,2026-08-22
2016,2346,3,2,1,2026-08-22
2016,2412,1,1,0,2026-08-22
2016,2493,3,2,1,2026-08-22
2016,2499,1,1,0,2026-08-22
2016,264,2,1,1,2026-08-22
2016,275,3,2,1,2026-08-22
2016,2983,1,1,0,2026-08-22
2016,386,2,1,1,2026-08-22
2016,40,2,0,2,2026-08-22
2016,436,1,1,0,2026-08-22
2016,45,1,1,0,2026-08-22
2016,4651,1,1,0,2026-08-22
2016,522,4,4,0,2026-08-22
2016,642,4,1,3,2026-08-22
2016,749,3,2,1,2026-08-22
2016,757,3,0,3,2026-08-22
2016,776,4,1,3,2026-08-22
2016,788,3,2,1,2026-08-22
2016,800,1,0,1,2026-08-22
2016,82,1,1,0,2026-08-22
2016,904,2,2,0,2026-08-22
2016,918,2,1,1,2026-08-22
2016,967,3,2,1,2026-08-22
2017,1367,1,0,1,2026-08-22
2017,1479,1,1,0,2026-08-22
2017,1809,1,1,0,2026-08-22
2017,2165,1,1,0,2026-08-22
2017,2273,1,0,1,2026-08-22
2017,2323,1,0,1,2026-08-22
2017,2496,1,0,1,2026-08-22
2017,2499,1,1,0,2026-08-22
2017,3912,1,1,0,2026-08-22
2017,558,1,0,1,2026-08-22
2017,590,1,1,0,2026-08-22
2017,888,1,0,1,2026-08-22
2017,921,1,1,0,2026-08-22
2019,1044,9,0,9,2026-08-22
2019,1074,2,1,1,2026-08-22
2019,1145,1,1,0,2026-08-22
2019,1148,1,1,0,2026-08-22
2019,1238,9,0,9,2026-08-22
2019,1261,1,1,0,2026-08-22
2019,1296,1,1,0,2026-08-22
2019,152,2,2,0,2026-08-22
2019,1567,2,2,0,2026-08-22
2019,1682,1,1,0,2026-08-22
2019,1725,1,1,0,2026-08-22
2019,1738,1,1,0,2026-08-22
2019,1788,1,1,0,2026-08-22
2019,1893,1,1,0,2026-08-22
2019,1942,1,1,0,2026-08-22
2019,1962,1,0,1,2026-08-22
2019,1984,1,1,0,2026-08-22
2019,2029,1,0,1,2026-08-22
2019,2033,1,0,1,2026-08-22
2019,2097,1,1,0,2026-08-22
2019,2129,1,1,0,2026-08-22
