TOURNEY_ID,TOURNEY_NAME,TOURNEY_LEVEL,TOURNEY_DRAW_SIZE,TOURNEY_SURFACE,TOURNEY_IS_INDOOR,TOURNEY_START_DATE,REF_YEAR
2021-540,Wimbledon,Grand Slam,128,Grass,-,2021-01-28,2021
2022-M-DC-2022-WG1-M-BIH-MEX-01,Davis Cup,Davis Cup,4,Clay,-,2022-01-16,2022
2022-0403,Miami Masters,Masters 1000,128,Hard,-,2022-01-21,2022
2022-0891,Pune,Outro,32,Hard,-,2022-01-31,2022
2024-M-DC-2024-WG1-PO-LTU-GEO-01,Davis Cup,Davis Cup,4,Hard,-,2024-01-03,2024
2025-M-DC-2025-QLS-M-USA-CZE-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-12,2025
2025-M-DC-2025-WG2-R1-CYP-MON-02,Davis Cup,Davis Cup,4,Hard,-,2025-01-13,2025
1968-D028,Davis Cup,Davis Cup,4,Clay,-,1968-01-02,1968
1970-6830,Hoylake,Outro,64,Grass,-,1970-01-13,1970
1972-D026,Davis Cup,Davis Cup,4,-,-,1972-01-20,1972
1973-710,Washington WCT,Outro,32,Carpet,Sim,1973-01-19,1973
1980-323,Bordeaux,Outro,32,Clay,-,1980-01-22,1980
1986-D049,Davis Cup,Davis Cup,4,Hard,-,1986-01-06,1986
1986-321,Stuttgart Outdoor,Outro,48,Clay,-,1986-01-08,1986
1987-237,Sao Paulo,Outro,32,Hard,-,1987-01-09,1987
1988-D037,Davis Cup,Davis Cup,4,Clay,-,1988-01-06,1988
1988-429,Stockholm,Outro,56,Hard,-,1988-01-31,1988
1990-302,Toronto Indoor,Outro,56,Carpet,Sim,1990-01-12,1990
1991-D076,Davis Cup,Davis Cup,4,Clay,-,1991-01-03,1991
1991-404,Indian Wells Masters,Masters 1000,56,Hard,-,1991-01-04,1991
1992-419,Indianapolis,Outro,56,Hard,-,1992-01-17,1992
1992-D052,Davis Cup,Davis Cup,4,Carpet,Sim,1992-01-31,1992
1993-D013,Davis Cup,Davis Cup,4,Hard,-,1993-01-24,1993
1997-D021,Davis Cup,Davis Cup,4,Carpet,Sim,1997-01-04,1997
1997-409,Atlanta,Outro,32,Clay,-,1997-01-28,1997
1998-568,St. Petersburg,Outro,32,Carpet,Sim,1998-01-09,1998
2000-414,Hamburg Masters,Masters 1000,64,Clay,-,2000-01-15,2000
2001-D052,Davis Cup,Davis Cup,4,Hard,-,2001-01-06,2001
2001-573,Mallorca,Outro,32,Clay,-,2001-01-30,2001
2003-338,Sydney,Outro,32,Hard,-,2003-01-06,2003
2003-D055,Davis Cup,Davis Cup,4,Hard,-,2003-01-11,2003
2004-407,Rotterdam,Outro,32,Hard,-,2004-01-16,2004
2004-D076,Davis Cup,Davis Cup,4,Grass,-,2004-01-24,2004
2006-D017,Davis Cup,Davis Cup,4,Clay,-,2006-01-22,2006
2006-433,Las Vegas,Outro,32,Hard,-,2006-01-27,2006
2007-D055,Davis Cup,Davis Cup,4,Hard,-,2007-01-06,2007
2007-D035,Davis Cup,Davis Cup,4,Hard,-,2007-01-06,2007
2007-419,Indianapolis,Outro,32,Hard,-,2007-01-23,2007
2008-D010,Davis Cup,Davis Cup,4,Hard,-,2008-01-08,2008
2008-D055,Davis Cup,Davis Cup,4,Hard,-,2008-01-11,2008
2008-D069,Davis Cup,Davis Cup,4,Clay,-,2008-01-18,2008
2008-425,Barcelona,Outro,56,Clay,-,2008-01-28,2008
2009-D057,Davis Cup,Davis Cup,4,Clay,-,2009-01-10,2009
2011-338,Sydney,Outro,28,Hard,-,2011-01-10,2011
2014-D011,Davis Cup,Davis Cup,4,Clay,-,2014-01-04,2014
2015-301,Auckland,Outro,28,Hard,-,2015-01-12,2015
2021-520,Roland Garros,Grand Slam,128,Clay,-,2021-01-31,2021
2022-M-DC-2022-WG2-M-DEN-ESA-01,Davis Cup,Davis Cup,4,Hard,-,2022-01-17,2022
2023-0360,Marrakech,Outro,32,Clay,-,2023-01-03,2023
2025-540,Wimbledon,Grand Slam,128,Grass,Não,2025-01-30,2025
2025-M-DC-2025-QLS-M-ESP-SUI-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-31,2025
2025-M-DC-2025-QLS-M-AUT-FIN-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-31,2025
1969-D004,Davis Cup,Davis Cup,4,Clay,-,1969-01-09,1969
1970-3941,Sydney,Outro,32,Grass,-,1970-01-16,1970
1970-D001,Davis Cup,Davis Cup,4,Clay,-,1970-01-20,1970
1970-2066,Macon,Outro,32,Carpet,Sim,1970-01-25,1970
1973-D013,Davis Cup,Davis Cup,4,-,-,1973-01-20,1973
1976-D011,Davis Cup,Davis Cup,4,-,-,1976-01-17,1976
1976-426,Johannesburg - WCT,Outro,64,Hard,-,1976-01-23,1976
1977-D049,Davis Cup,Davis Cup,4,Hard,-,1977-01-15,1977
1977-560,US Open,Grand Slam,128,Clay,-,1977-01-31,1977
1978-429,Stockholm,Outro,64,Hard,-,1978-01-06,1978
1978-D018,Davis Cup,Davis Cup,4,Clay,-,1978-01-15,1978
1979-301,Auckland,Outro,32,Hard,-,1979-01-02,1979
1979-D034,Davis Cup,Davis Cup,4,-,-,1979-01-07,1979
1979-712,Birmingham,Outro,32,Carpet,Sim,1979-01-15,1979
1980-615,Nations Cup,Outro,16,Clay,-,1980-01-05,1980
1982-705,North Conway,Outro,64,Clay,-,1982-01-26,1982
1983-D050,Davis Cup,Davis Cup,4,Clay,-,1983-01-14,1983
1984-324,Honolulu,Outro,32,Hard,-,1984-01-24,1984
1986-403,Boca West,Masters 1000,128,Hard,-,1986-01-10,1986
1991-338,Sydney Outdoor,Outro,32,Hard,-,1991-01-07,1991
1991-D072,Davis Cup,Davis Cup,4,Hard,-,1991-01-14,1991
1992-375,Lyon,Outro,32,Carpet,Sim,1992-01-19,1992
1993-427,Sydney Indoor,Outro,32,Hard,Sim,1993-01-04,1993
1994-D056,Davis Cup,Davis Cup,4,Carpet,Sim,1994-01-25,1994
1995-D019,Davis Cup,Davis Cup,4,Clay,-,1995-01-31,1995
1996-D014,Davis Cup,Davis Cup,4,Clay,-,1996-01-05,1996
1996-440,Rosmalen,Outro,32,Grass,-,1996-01-10,1996
1997-499,Coral Springs,Outro,32,Clay,-,1997-01-05,1997
1997-423,Los Angeles,Outro,32,Hard,-,1997-01-21,1997
1998-D012,Davis Cup,Davis Cup,4,Hard,-,1998-01-25,1998
1999-D027,Davis Cup,Davis Cup,4,Hard,-,1999-01-05,1999
2000-D013,Davis Cup,Davis Cup,4,Carpet,Sim,2000-01-07,2000
2000-500,Halle,Outro,32,Grass,-,2000-01-12,2000
2001-339,Adelaide,Outro,32,Hard,-,2001-01-01,2001
2001-500,Halle,Outro,32,Grass,-,2001-01-11,2001
2001-410,Monte Carlo Masters,Masters 1000,64,Clay,-,2001-01-16,2001
2002-D009,Davis Cup,Davis Cup,4,Hard,-,2002-01-08,2002
2002-424,San Jose,Outro,32,Hard,-,2002-01-25,2002
2003-741,Nottingham,Outro,32,Grass,-,2003-01-16,2003
2004-439,Umag,Outro,32,Clay,-,2004-01-19,2004
2005-325,Palermo,Outro,32,Clay,-,2005-01-26,2005
2009-308,Munich,Outro,32,Clay,-,2009-01-03,2009
2010-410,Monte Carlo Masters,Masters 1000,56,Clay,-,2010-01-11,2010
2011-429,Stockholm,Outro,28,Hard,-,2011-01-17,2011
2011-337,Vienna,Outro,28,Hard,-,2011-01-24,2011
2014-341,Metz,Outro,28,Hard,-,2014-01-15,2014
2014-D069,Davis Cup,Davis Cup,4,Clay,-,2014-01-31,2014
2015-D028,Davis Cup,Davis Cup,4,Hard,-,2015-01-06,2015
2018-M021,Madrid Masters,Masters 1000,64,Clay,-,2018-01-07,2018
2019-M-DC-2019-QLS-M-SUI-RUS-01,Davis Cup,Davis Cup,4,Hard,-,2019-01-01,2019
2020-M-DC-2020-WG2-PO-DEN-PUR-01,Davis Cup,Davis Cup,4,Hard,-,2020-01-06,2020
2022-M-DC-2022-FLS-3-C-M-GER-BEL-01,Davis Cup,ATP Finals,2,Hard,-,2022-01-16,2022
2023-0316,Bastad,Outro,32,Clay,-,2023-01-17,2023
2025-9210,Laver Cup,Outro,2,Hard,Sim,2025-01-19,2025
2025-M-DC-2025-FLS-M-ITA-ESP-01,Davis Cup,ATP Finals,2,Hard,Sim,2025-01-23,2025
2026-9900,United Cup,Outro,18,Hard,Não,2026-01-09,2026
1970-389,Denver,Outro,8,Hard,-,1970-01-07,1970
1974-344,Caracas,Outro,12,Hard,-,1974-01-04,1974
1975-802,Richmond-WCT,Outro,32,Carpet,Sim,1975-01-27,1975
1975-560,US Open,Grand Slam,128,Clay,-,1975-01-27,1975
1976-267,Barcelona WCT,Outro,16,Clay,-,1976-01-02,1976
1976-303,Buenos Aires,Outro,32,Clay,-,1976-01-22,1976
1977-311,Queen's Club,Outro,64,Grass,-,1977-01-13,1977
1979-339,Adelaide,Outro,32,Grass,-,1979-01-10,1979
1980-430,Wembley,Outro,32,Carpet,Sim,1980-01-10,1980
1981-414,Hamburg,Outro,64,Clay,-,1981-01-11,1981
1981-237,Guaruja,Outro,32,Hard,-,1981-01-19,1981
1982-704,Ancona,Outro,32,Carpet,Sim,1982-01-15,1982
1982-404,La Quinta,Outro,64,Hard,-,1982-01-15,1982
1983-D027,Davis Cup,Davis Cup,4,Grass,-,1983-01-04,1983
1983-304,Nancy,Outro,32,Hard,-,1983-01-07,1983
1985-D061,Davis Cup,Davis Cup,4,Clay,-,1985-01-10,1985
1986-302,Toronto Indoor,Outro,32,Carpet,Sim,1986-01-03,1986
1986-610,Dallas,Outro,16,Carpet,Sim,1986-01-07,1986
1990-306,Genova,Outro,32,Clay,-,1990-01-18,1990
1991-215,Buzios,Outro,32,Hard,-,1991-01-28,1991
1992-D042,Davis Cup,Davis Cup,4,Clay,-,1992-01-27,1992
1993-404,Indian Wells Masters,Masters 1000,56,Hard,-,1993-01-01,1993
1998-414,Hamburg Masters,Masters 1000,56,Clay,-,1998-01-04,1998
1998-336,Hong Kong,Outro,32,Hard,-,1998-01-06,1998
1998-D079,Davis Cup,Davis Cup,4,Clay,-,1998-01-17,1998
1998-419,Indianapolis,Outro,56,Hard,-,1998-01-17,1998
1999-473,Merano,Outro,32,Clay,-,1999-01-07,1999
1999-D021,Davis Cup,Davis Cup,4,Clay,-,1999-01-16,1999
2000-357,Stuttgart Masters,Masters 1000,48,Hard,-,2000-01-30,2000
2001-404,Indian Wells Masters,Masters 1000,64,Hard,-,2001-01-12,2001
2001-520,Roland Garros,Grand Slam,128,Clay,-,2001-01-28,2001
2003-1720,Bangkok,Outro,32,Hard,-,2003-01-22,2003
2003-438,Moscow,Outro,32,Carpet,Sim,2003-01-29,2003
2006-301,Auckland,Outro,32,Hard,-,2006-01-09,2006
2006-495,Dubai,Outro,32,Hard,-,2006-01-27,2006
2007-D004,Davis Cup,Davis Cup,4,Clay,-,2007-01-09,2007
2009-D020,Davis Cup,Davis Cup,4,Clay,-,2009-01-10,2009
2009-D025,Davis Cup,Davis Cup,4,Hard,-,2009-01-10,2009
2014-D007,Davis Cup,Davis Cup,4,Hard,-,2014-01-31,2014
2019-M-DC-2019-G1-AO-M-UZB-LBN-01,Davis Cup,Davis Cup,4,Clay,-,2019-01-13,2019
2019-0315,Newport,Outro,32,Grass,-,2019-01-15,2019
2024-M-DC-2024-FLS-M-ITA-ARG-01,Davis Cup,ATP Finals,2,Hard,-,2024-01-21,2024
2024-0418,Washington,Outro,64,Hard,-,2024-01-29,2024
2025-M-DC-2025-WG2-R1-HKG-UZB-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-13,2025
2025-7480,Los Cabos,ATP 250,28,Hard,Não,2025-01-14,2025
2026-322,Geneva,ATP 250,28,Clay,Não,2026-01-21,2026
1970-430,Wembley,Outro,32,Carpet,Sim,1970-01-16,1970
1971-D022,Davis Cup,Davis Cup,4,-,-,1971-01-11,1971
1972-713,Hobart,Outro,16,Grass,-,1972-01-16,1972
1973-816,Baltimore,Outro,16,Hard,-,1973-01-03,1973
1973-414,Hamburg,Outro,64,Clay,-,1973-01-11,1973
1974-414,Hamburg,Outro,64,Clay,-,1974-01-20,1974
1975-2022,Roanoke,Outro,32,-,-,1975-01-29,1975
1977-356,San Jose,Outro,32,Hard,-,1977-01-14,1977
1978-9205,Hartford,Outro,6,Carpet,Sim,1978-01-09,1978
1978-D028,Davis Cup,Davis Cup,4,-,-,1978-01-17,1978
1982-343,Columbus,Outro,32,Hard,-,1982-01-03,1982
1984-340,Melbourne,Outro,32,Grass,-,1984-01-24,1984
1989-605,Masters,Masters 1000,8,Carpet,Sim,1989-01-28,1989
1991-D043,Davis Cup,Davis Cup,4,Grass,-,1991-01-14,1991
1992-428,Tokyo Indoor,Outro,48,Carpet,Sim,1992-01-12,1992
1994-495,Dubai,Outro,32,Hard,-,1994-01-31,1994
1995-D068,Davis Cup,Davis Cup,4,Grass,-,1995-01-31,1995
1996-D066,Davis Cup,Davis Cup,4,Clay,-,1996-01-09,1996
1997-D031,Davis Cup,Davis Cup,4,Clay,-,1997-01-07,1997
1997-D072,Davis Cup,Davis Cup,4,Clay,-,1997-01-11,1997
1999-D019,Davis Cup,Davis Cup,4,Clay,-,1999-01-02,1999
2000-D028,Davis Cup,Davis Cup,4,Hard,-,2000-01-06,2000
2000-440,s Hertogenbosch,Outro,32,Grass,-,2000-01-19,2000
2002-422,Cincinnati Masters,Masters 1000,64,Hard,-,2002-01-05,2002
2005-418,Washington,Outro,48,Hard,-,2005-01-01,2005
2006-D070,Davis Cup,Davis Cup,4,Clay,-,2006-01-07,2006
2007-D051,Davis Cup,Davis Cup,4,Clay,-,2007-01-09,2007
2009-717,Houston,Outro,32,Clay,-,2009-01-06,2009
2009-5014,Shanghai Masters,Masters 1000,56,Hard,-,2009-01-11,2009
2011-540,Wimbledon,Grand Slam,128,Grass,-,2011-01-20,2011
2012-425,Barcelona,Outro,56,Clay,-,2012-01-23,2012
2012-468,Estoril,Outro,28,Clay,-,2012-01-30,2012
2013-D008,Davis Cup,Davis Cup,4,Hard,-,2013-01-01,2013
2013-D078,Davis Cup,Davis Cup,4,Hard,-,2013-01-13,2013
2013-6718,Bogota,Outro,28,Hard,-,2013-01-15,2013
2014-6242,Winston-Salem,Outro,48,Hard,-,2014-01-17,2014
2014-D008,Davis Cup,Davis Cup,4,Hard,-,2014-01-31,2014
2021-M-DC-2021-FLS-M-SRB-KAZ-01,Davis Cup,ATP Finals,2,Hard,-,2021-01-01,2021
2021-M-DC-2021-FLS-B-M-CAN-KAZ-01,Davis Cup,ATP Finals,2,Hard,-,2021-01-28,2021
2022-M-DC-2022-FLS-1-A-M-ARG-SWE-01,Davis Cup,ATP Finals,2,Hard,-,2022-01-13,2022
2022-M-DC-2022-FLS-1-A-M-ITA-CRO-01,Davis Cup,ATP Finals,2,Hard,-,2022-01-14,2022
2023-M-DC-2023-WG2-PO-EGY-PAR-01,Davis Cup,Davis Cup,4,-,-,2023-01-03,2023
2023-0496,Marseille,Outro,32,Hard,-,2023-01-20,2023
2025-1536,Madrid Masters,Masters 1000,96,Clay,Não,2025-01-21,2025
2026-416,Rome Masters,Masters 1000,96,Clay,Não,2026-01-17,2026
1968-D003,Davis Cup,Davis Cup,4,-,-,1968-01-03,1968
1968-430,Wembley 3,Outro,16,Hard,-,1968-01-15,1968
1969-2029,Dublin,Outro,32,Grass,-,1969-01-07,1969
1970-313,Bristol,Outro,32,Grass,-,1970-01-08,1970
1971-410,Monte Carlo,Outro,32,Clay,-,1971-01-05,1971
1973-2011,Tehran,Outro,64,Clay,-,1973-01-28,1973
1976-401,Philadelphia WCT,Outro,64,Carpet,Sim,1976-01-26,1976
1978-D039,Davis Cup,Davis Cup,4,-,-,1978-01-08,1978
1979-328,Basel,Outro,32,Hard,-,1979-01-15,1979
1980-319,Kitzbuhel,Outro,32,Clay,-,1980-01-21,1980
1981-325,Palermo,Outro,32,Clay,-,1981-01-14,1981
1983-615,Dusseldorf,Outro,16,Clay,-,1983-01-02,1983
1983-D051,Davis Cup,Davis Cup,4,Clay,-,1983-01-04,1983
1987-D045,Davis Cup,Davis Cup,4,Hard,-,1987-01-13,1987
1989-337,Vienna,Outro,32,Carpet,Sim,1989-01-16,1989
1991-D069,Davis Cup,Davis Cup,4,Hard,-,1991-01-03,1991
1992-D057,Davis Cup,Davis Cup,4,Hard,-,1992-01-27,1992
1993-741,Manchester,Outro,32,Grass,-,1993-01-14,1993
1993-D068,Davis Cup,Davis Cup,4,Hard,-,1993-01-30,1993
1997-359,Bogota,Outro,32,Clay,-,1997-01-27,1997
1998-496,Marseille,Outro,32,Hard,-,1998-01-02,1998
2000-D044,Davis Cup,Davis Cup,4,Clay,-,2000-01-06,2000
2001-D037,Davis Cup,Davis Cup,4,Carpet,Sim,2001-01-06,2001
2001-D055,Davis Cup,Davis Cup,4,Hard,-,2001-01-20,2001
2002-520,Roland Garros,Grand Slam,128,Clay,-,2002-01-27,2002
2008-422,Cincinnati Masters,Masters 1000,56,Hard,-,2008-01-28,2008
2009-D006,Davis Cup,Davis Cup,4,Carpet,Sim,2009-01-06,2009
2009-D027,Davis Cup,Davis Cup,4,Clay,-,2009-01-06,2009
2010-402,Memphis,Outro,32,Hard,-,2010-01-15,2010
2014-741,Eastbourne,Outro,28,Grass,-,2014-01-16,2014
2015-D056,Davis Cup,Davis Cup,4,Hard,-,2015-01-06,2015
2020-0496,Marseille,Outro,32,Hard,-,2020-01-17,2020
2022-M-DC-2022-WG2-M-LBN-MON-01,Davis Cup,Davis Cup,4,Hard,-,2022-01-16,2022
2026-M-DC-2026-QLS-M-JPN-AUT-01,Davis Cup,Davis Cup,4,Hard,Não,2026-01-06,2026
1968-D047,Davis Cup,Davis Cup,4,-,-,1968-01-24,1968
1969-D001,Davis Cup,Davis Cup,4,-,-,1969-01-02,1969
1969-D002,Davis Cup,Davis Cup,4,Clay,-,1969-01-23,1969
1973-410,Monte Carlo,Outro,48,Clay,-,1973-01-14,1973
1974-D032,Davis Cup,Davis Cup,4,Clay,-,1974-01-04,1974
1976-654,Sacramento,Outro,16,Carpet,Sim,1976-01-22,1976
1978-D010,Davis Cup,Davis Cup,4,-,-,1978-01-15,1978
1978-D047,Davis Cup,Davis Cup,4,Clay,-,1978-01-16,1978
1978-402,Memphis,Outro,32,Carpet,Sim,1978-01-27,1978
1981-294,Mexico City,Outro,32,Clay,-,1981-01-23,1981
1982-D031,Davis Cup,Davis Cup,4,Clay,-,1982-01-07,1982
1982-807,Mexico City WCT,Outro,16,Carpet,Sim,1982-01-19,1982
1985-319,Kitzbuhel,Outro,64,Clay,-,1985-01-05,1985
1986-D055,Davis Cup,Davis Cup,4,Hard,-,1986-01-07,1986
1986-D022,Davis Cup,Davis Cup,4,Hard,-,1986-01-09,1986
1986-D064,Davis Cup,Davis Cup,4,Clay,-,1986-01-13,1986
1986-336,Hong Kong,Outro,32,Hard,-,1986-01-27,1986
1987-319,Kitzbuhel,Outro,64,Clay,-,1987-01-03,1987
1988-323,Bordeaux,Outro,32,Clay,-,1988-01-25,1988
1989-315,Newport,Outro,32,Grass,-,1989-01-10,1989
1990-424,San Francisco,Outro,32,Carpet,Sim,1990-01-05,1990
1991-D056,Davis Cup,Davis Cup,4,Carpet,Sim,1991-01-01,1991
1992-D011,Davis Cup,Davis Cup,4,Clay,-,1992-01-31,1992
1995-D065,Davis Cup,Davis Cup,4,Clay,-,1995-01-14,1995
1996-451,Doha,Outro,32,Hard,-,1996-01-01,1996
1996-338,Sydney Outdoor,Outro,32,Hard,-,1996-01-08,1996
1997-D040,Davis Cup,Davis Cup,4,Hard,-,1997-01-19,1997
1998-573,Mallorca,Outro,32,Clay,-,1998-01-28,1998
1999-D014,Davis Cup,Davis Cup,4,Clay,-,1999-01-02,1999
1999-73,Tashkent,Outro,32,Hard,-,1999-01-13,1999
1999-D022,Davis Cup,Davis Cup,4,Clay,-,1999-01-30,1999
2000-D039,Davis Cup,Davis Cup,4,Carpet,Sim,2000-01-14,2000
2004-D003,Davis Cup,Davis Cup,4,Carpet,Sim,2004-01-06,2004
2010-891,Chennai,Outro,32,Hard,-,2010-01-04,2010
2010-3348,New Haven,Outro,48,Hard,-,2010-01-22,2010
2011-D033,Davis Cup,Davis Cup,4,Hard,-,2011-01-04,2011
2011-352,Paris Masters,Masters 1000,48,Hard,-,2011-01-07,2011
2011-D067,Davis Cup,Davis Cup,4,Hard,-,2011-01-08,2011
2014-D024,Davis Cup,Davis Cup,4,Hard,-,2014-01-31,2014
2020-M-DC-2020-QLS-M-USA-UZB-01,Davis Cup,Davis Cup,4,Hard,-,2020-01-06,2020
2023-5014,Shanghai Masters,Masters 1000,128,Hard,-,2023-01-02,2023
2024-M-DC-2024-QLS-M-SWE-BRA-01,Davis Cup,Davis Cup,4,Hard,-,2024-01-02,2024
2025-M-DC-2025-WG2-PO-NAM-HKG-04,Davis Cup,Davis Cup,4,Hard,-,2025-01-01,2025
2026-439,Umag,ATP 250,28,Clay,Não,2026-01-18,2026
1971-417,Boston WCT,Outro,32,Hard,-,1971-01-08,1971
1971-418,Washington WCT,Outro,64,Clay,-,1971-01-17,1971
1971-405,Houston,Outro,32,Clay,-,1971-01-20,1971
1972-417,Boston WCT,Outro,32,Hard,-,1972-01-06,1972
1972-D018,Davis Cup,Davis Cup,4,Clay,-,1972-01-19,1972
1973-663,Louisville,Outro,64,Clay,-,1973-01-05,1973
1973-724,Hilton Head,Outro,16,Clay,-,1973-01-12,1973
1973-D027,Davis Cup,Davis Cup,4,-,-,1973-01-20,1973
1974-650,Birmingham,Outro,32,Carpet,Sim,1974-01-11,1974
1975-343,Columbus,Outro,32,Hard,-,1975-01-12,1975
1975-423,Los Angeles,Outro,64,Hard,-,1975-01-15,1975
1976-347,Bournemouth,Outro,64,Clay,-,1976-01-10,1976
1980-422,Cincinnati,Masters 1000,64,Hard,-,1980-01-18,1980
1984-D042,Davis Cup,Davis Cup,4,Clay,-,1984-01-02,1984
1985-423,Los Angeles,Outro,32,Hard,-,1985-01-16,1985
1985-408,Milan,Outro,32,Carpet,Sim,1985-01-25,1985
1986-412,Atlanta,Outro,32,Carpet,Sim,1986-01-31,1986
1988-D060,Davis Cup,Davis Cup,4,Carpet,Sim,1988-01-06,1988
1988-305,Nice,Outro,32,Clay,-,1988-01-11,1988
1989-408,Milan,Outro,32,Carpet,Sim,1989-01-13,1989
1989-D027,Davis Cup,Davis Cup,4,Hard,-,1989-01-16,1989
1990-D014,Davis Cup,Davis Cup,4,Hard,-,1990-01-15,1990
1990-D076,Davis Cup,Davis Cup,4,Hard,-,1990-01-30,1990
1991-D026,Davis Cup,Davis Cup,4,Hard,-,1991-01-26,1991
1991-D002,Davis Cup,Davis Cup,4,Carpet,Sim,1991-01-30,1991
1992-434,Seoul,Outro,32,Hard,-,1992-01-20,1992
1993-422,Cincinnati Masters,Masters 1000,56,Hard,-,1993-01-09,1993
1994-419,Indianapolis,Outro,56,Hard,-,1994-01-15,1994
1995-D029,Davis Cup,Davis Cup,4,Clay,-,1995-01-03,1995
1996-620,Bournemouth,Outro,32,Clay,-,1996-01-09,1996
1997-407,Rotterdam,Outro,32,Carpet,Sim,1997-01-03,1997
1997-500,Halle,Outro,32,Grass,-,1997-01-09,1997
1998-D031,Davis Cup,Davis Cup,4,Hard,-,1998-01-03,1998
1999-D033,Davis Cup,Davis Cup,4,Clay,-,1999-01-02,1999
2000-D047,Davis Cup,Davis Cup,4,Carpet,Sim,2000-01-21,2000
2005-D023,Davis Cup,Davis Cup,4,Clay,-,2005-01-23,2005
2006-580,Australian Open,Grand Slam,128,Hard,-,2006-01-16,2006
2009-D005,Davis Cup,Davis Cup,4,Carpet,Sim,2009-01-06,2009
2011-D034,Davis Cup,Davis Cup,4,Clay,-,2011-01-08,2011
2012-418,Washington,Outro,32,Hard,-,2012-01-30,2012
2014-D044,Davis Cup,Davis Cup,4,Hard,-,2014-01-14,2014
2016-5014,Shanghai Masters,Masters 1000,64,Hard,-,2016-01-10,2016
2022-M-DC-2022-FLS-2-B-M-ESP-KOR-01,Davis Cup,ATP Finals,2,Hard,-,2022-01-18,2022
2025-M-DC-2025-QLS-M-NOR-ARG-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-31,2025
2026-1536,Madrid Masters,Masters 1000,96,Clay,Não,2026-01-03,2026
1968-D041,Davis Cup,Davis Cup,4,Clay,-,1968-01-03,1968
1969-9204,Kingston,Outro,32,Hard,-,1969-01-24,1969
1970-D023,Davis Cup,Davis Cup,4,-,-,1970-01-22,1970
1972-2036,Omaha,Outro,16,Hard,-,1972-01-01,1972
1972-2026,Madrid,Outro,32,Clay,-,1972-01-16,1972
1972-355,Salisbury,Outro,64,Hard,-,1972-01-20,1972
1974-2037,Paramus,Outro,16,-,-,1974-01-03,1974
1974-652,St. Louis,Outro,32,Clay,-,1974-01-22,1974
1975-D038,Davis Cup,Davis Cup,4,-,-,1975-01-01,1975
1975-615,Kingston,Outro,16,Carpet,Sim,1975-01-29,1975
1976-2011,Tehran,Outro,64,Clay,-,1976-01-04,1976
1976-D003,Davis Cup,Davis Cup,4,Clay,-,1976-01-17,1976
1977-652,St. Louis WCT,Outro,16,Carpet,Sim,1977-01-14,1977
1979-428,Tokyo Indoor,Outro,32,Carpet,Sim,1979-01-30,1979
1980-308,Munich,Outro,32,Clay,-,1980-01-20,1980
1981-D020,Davis Cup,Davis Cup,4,Clay,-,1981-01-06,1981
1983-D055,Davis Cup,Davis Cup,4,Carpet,Sim,1983-01-04,1983
1984-D020,Davis Cup,Davis Cup,4,Clay,-,1984-01-04,1984
1984-D060,Davis Cup,Davis Cup,4,Clay,-,1984-01-28,1984
1986-309,Madrid,Outro,32,Clay,-,1986-01-28,1986
1989-D058,Davis Cup,Davis Cup,4,Clay,-,1989-01-16,1989
1989-D066,Davis Cup,Davis Cup,4,Clay,-,1989-01-21,1989
1992-309,Madrid,Outro,32,Clay,-,1992-01-27,1992
1996-348,Ostrava,Outro,32,Carpet,Sim,1996-01-14,1996
1996-D041,Davis Cup,Davis Cup,4,Grass,-,1996-01-20,1996
1997-D013,Davis Cup,Davis Cup,4,Clay,-,1997-01-11,1997
1999-D005,Davis Cup,Davis Cup,4,Clay,-,1999-01-03,1999
1999-D081,Davis Cup,Davis Cup,4,Clay,-,1999-01-16,1999
1999-357,Stuttgart Masters,Masters 1000,48,Hard,-,1999-01-25,1999
2000-408,London,Outro,32,Hard,-,2000-01-21,2000
2001-D001,Davis Cup,Davis Cup,4,Grass,-,2001-01-09,2001
2003-D038,Davis Cup,Davis Cup,4,Clay,-,2003-01-19,2003
2005-339,Adelaide,Outro,32,Hard,-,2005-01-03,2005
2006-418,Washington,Outro,48,Hard,-,2006-01-31,2006
2010-D025,Davis Cup,Davis Cup,4,Hard,-,2010-01-07,2010
2010-341,Metz,Outro,28,Hard,-,2010-01-20,2010
2012-499,Delray Beach,Outro,32,Hard,-,2012-01-27,2012
2013-573,Valencia,Outro,32,Hard,-,2013-01-21,2013
2015-D026,Davis Cup,Davis Cup,4,Hard,-,2015-01-06,2015
2017-M-DC-2017-G2-EPA-M-TUR-CYP-01,Davis Cup,Davis Cup,4,Hard,-,2017-01-03,2017
2026-M-DC-2026-QLS-M-CZE-SWE-01,Davis Cup,Davis Cup,4,Hard,Sim,2026-01-06,2026
1976-D030,Davis Cup,Davis Cup,4,Grass,-,1976-01-20,1976
1976-407,Rotterdam WCT,Outro,16,Carpet,Sim,1976-01-23,1976
1979-423,Los Angeles,Outro,64,Carpet,Sim,1979-01-17,1979
1982-314,Gstaad,Outro,32,Clay,-,1982-01-05,1982
1984-333,Taipei,Outro,32,Carpet,Sim,1984-01-29,1984
